dsid,regime,n,trial,wbic,fe,chains,draws,tune,mean_divergences,total_divergences,max_divergences,divergences_per_chain,chain_tree_depth,n_components
singular2,250,250,2,759.360488077485,761.3615832713178,1,1000,2500,0.0,0,0,[0],10,3
regular,5000,5000,2,16497.536108350596,16497.881530840696,1,1000,2500,0.0,0,0,[0],10,3
e-singular,5000,5000,2,16082.99075855174,16082.379256525352,1,1000,2500,0.0,0,0,[0],9,3
singular1,5000,5000,2,13442.513333638044,13444.34177219568,1,1000,2500,0.0,0,0,[0],10,3
singular2,5000,5000,2,14952.272224849376,14953.842924141438,1,1000,2500,0.0,0,0,[0],9,3
regular,50,50,3,171.7831821149452,173.96419021751788,1,1000,2500,0.0,0,0,[0],7,3
e-singular,50,50,3,170.24165584297089,171.79148551652804,1,1000,2500,0.0,0,0,[0],8,3
singular1,50,50,3,145.5140659969552,147.4581289261942,1,1000,2500,0.0,0,0,[0],9,3
singular2,50,50,3,153.13936416210507,154.87129907316344,1,1000,2500,0.0,0,0,[0],9,3
regular,250,250,3,836.2382930495736,838.054734153133,1,1000,2500,0.0,0,0,[0],9,3
e-singular,250,250,3,803.5415054905415,804.1519890827379,1,1000,2500,0.0,0,0,[0],8,3
singular1,250,250,3,684.6326290237207,686.3694639932695,1,1000,2500,0.0,0,0,[0],9,3
singular2,250,250,3,750.2916769860759,752.2589974219499,1,1000,2500,0.0,0,0,[0],9,3
regular,5000,5000,3,16559.692104398015,16560.881872954255,1,1000,2500,0.0,0,0,[0],10,3
e-singular,5000,5000,3,16010.27063684569,16010.87131699556,1,1000,2500,0.0,0,0,[0],9,3
singular1,5000,5000,3,13514.693255332611,13518.400371845551,1,1000,2500,0.0,0,0,[0],9,3
singular2,5000,5000,3,14911.267426230412,14913.631751686393,1,1000,2500,0.0,0,0,[0],10,3
regular,50,50,4,160.24369857010765,162.0909179544985,1,1000,2500,0.0,0,0,[0],9,3
e-singular,50,50,4,167.252727923582,168.81519653056185,1,1000,2500,0.0,0,0,[0],8,3
singular1,50,50,4,142.45953686008568,144.09134599900665,1,1000,2500,0.0,0,0,[0],8,3
singular2,50,50,4,152.06649319058198,153.52764414063154,1,1000,2500,0.0,0,0,[0],8,3
regular,250,250,4,855.4615598726713,856.7175704279819,1,1000,2500,0.0,0,0,[0],8,3
e-singular,250,250,4,800.624239009354,801.4058314308903,1,1000,2500,0.0,0,0,[0],8,3
singular1,250,250,4,690.2483784382213,691.9252885056219,1,1000,2500,0.0,0,0,[0],9,3
singular2,250,250,4,753.804666999023,756.0534505358169,1,1000,2500,0.0,0,0,[0],9,3
regular,5000,5000,4,16535.01943504079,16534.896042122942,1,1000,2500,0.0,0,0,[0],10,3
e-singular,5000,5000,4,16159.519430867158,16160.050983384132,1,1000,2500,0.0,0,0,[0],9,3
singular1,5000,5000,4,13475.104528341317,13477.784984111646,1,1000,2500,0.0,0,0,[0],10,3
singular2,5000,5000,4,14875.075945442017,14877.48594973099,1,1000,2500,0.0,0,0,[0],10,3
regular,50,50,5,166.49873635097913,168.6896734277154,1,1000,2500,0.0,0,0,[0],7,3
e-singular,50,50,5,169.8261687334022,170.66401296506243,1,1000,2500,0.0,0,0,[0],8,3
singular1,50,50,5,143.8951297464776,145.49980335116038,1,1000,2500,0.0,0,0,[0],9,3
singular2,50,50,5,148.3034301492709,149.48761287430443,1,1000,2500,0.0,0,0,[0],9,3
regular,250,250,5,847.4691909595828,849.6944484690447,1,1000,2500,0.0,0,0,[0],9,3
e-singular,250,250,5,817.3286657210402,818.6257945469762,1,1000,2500,0.0,0,0,[0],9,3
singular1,250,250,5,685.4626110560607,687.8223066011949,1,1000,2500,0.0,0,0,[0],10,3
singular2,250,250,5,738.0529614371147,739.7612979332372,1,1000,2500,0.0,0,0,[0],9,3
regular,5000,5000,5,16475.956426149583,16476.030513025766,1,1000,2500,0.0,0,0,[0],10,3
e-singular,5000,5000,5,16031.281888162195,16031.603483395684,1,1000,2500,0.0,0,0,[0],9,3
singular1,5000,5000,5,13457.74335513234,13460.447278688143,1,1000,2500,0.0,0,0,[0],10,3
singular2,5000,5000,5,14853.723953535176,14855.253603381732,1,1000,2500,0.0,0,0,[0],10,3
regular,50,50,6,177.1240235637403,178.8348604403172,1,1000,2500,0.0,0,0,[0],8,3
e-singular,50,50,6,152.6287919073654,153.8515649508795,1,1000,2500,0.0,0,0,[0],9,3
singular1,50,50,6,137.8426511655784,140.2633843786338,1,1000,2500,0.0,0,0,[0],8,3
singular2,50,50,6,157.1508086980313,158.93167932171517,1,1000,2500,0.0,0,0,[0],9,3
regular,250,250,6,802.1208494115973,803.8545347694143,1,1000,2500,0.0,0,0,[0],9,3
e-singular,250,250,6,810.2211397194736,811.3120569152617,1,1000,2500,0.0,0,0,[0],8,3
singular1,250,250,6,657.8601989553746,660.1318648255441,1,1000,2500,0.0,0,0,[0],9,3
singular2,250,250,6,743.8001791985854,745.6329520154679,1,1000,2500,0.0,0,0,[0],9,3
regular,50,50,0,171.26513244042988,172.35192213967937,1,1000,2500,0.0,0,0,[0],9,5
e-singular,50,50,0,164.1134670289595,165.19186877480803,1,1000,2500,0.0,0,0,[0],9,5
singular1,50,50,0,149.4474037811493,149.9071735265093,1,1000,2500,0.0,0,0,[0],9,5
singular2,50,50,0,159.4044469670242,159.50638823128676,1,1000,2500,0.0,0,0,[0],9,5
regular,250,250,0,848.788859368036,848.8433023624465,1,1000,2500,0.0,0,0,[0],9,5
e-singular,250,250,0,827.4138197280259,828.104502710845,1,1000,2500,0.0,0,0,[0],9,5
singular1,250,250,0,701.1946789204108,702.2621875933859,1,1000,2500,0.0,0,0,[0],9,5
singular2,250,250,0,762.9166979821978,763.5904133416211,1,1000,2500,0.0,0,0,[0],10,5
regular,5000,5000,0,16480.3948211022,16480.584811922618,1,1000,2500,0.0,0,0,[0],10,5
e-singular,5000,5000,0,16125.923070333867,16126.682492692971,1,1000,2500,0.0,0,0,[0],10,5
singular1,5000,5000,0,13394.8723303506,13395.384629763845,1,1000,2500,0.0,0,0,[0],10,5
singular2,5000,5000,0,14858.734195056131,14860.880004907543,1,1000,2500,0.0,0,0,[0],10,5
regular,50,50,1,168.69110566280744,168.73729316289905,1,1000,2500,0.0,0,0,[0],9,5
e-singular,50,50,1,165.7668969397184,166.5264507562861,1,1000,2500,0.0,0,0,[0],8,5
singular1,50,50,1,146.1033683978904,147.35469828693414,1,1000,2500,0.0,0,0,[0],9,5
singular2,50,50,1,157.49093731061902,158.33049441587804,1,1000,2500,0.0,0,0,[0],9,5
regular,250,250,1,842.3679550823431,842.4659137629452,1,1000,2500,0.0,0,0,[0],9,5
e-singular,250,250,1,803.758086576907,804.920309417434,1,1000,2500,0.0,0,0,[0],9,5
singular1,250,250,1,665.3794601052138,665.3538675751972,1,1000,2500,0.0,0,0,[0],9,5
singular2,250,250,1,748.6662505903475,748.9210660983119,1,1000,2500,0.0,0,0,[0],10,5
regular,5000,5000,1,16546.907952381847,16547.321724819478,1,1000,2500,0.0,0,0,[0],10,5
e-singular,5000,5000,1,16053.037719773329,16054.05579901183,1,1000,2500,0.0,0,0,[0],10,5
singular1,5000,5000,1,13459.669837332029,13462.10674097607,1,1000,2500,0.0,0,0,[0],10,5
singular2,5000,5000,1,14915.816220477587,14918.880371001344,1,1000,2500,0.0,0,0,[0],10,5
regular,50,50,2,174.89688293594915,175.6243336088418,1,1000,2500,0.0,0,0,[0],9,5
e-singular,50,50,2,169.5060252149713,170.41227722967707,1,1000,2500,0.0,0,0,[0],9,5
singular1,50,50,2,140.4058241387378,141.63171721220036,1,1000,2500,0.0,0,0,[0],9,5
singular2,50,50,2,156.7449627822958,157.54110699066155,1,1000,2500,0.0,0,0,[0],9,5
regular,250,250,2,853.802038409623,854.6629187148801,1,1000,2500,0.0,0,0,[0],9,5
e-singular,250,250,2,811.3841566563315,811.7422344944139,1,1000,2500,0.0,0,0,[0],9,5
singular1,250,250,2,674.2646503260275,675.6885737862893,1,1000,2500,0.0,0,0,[0],9,5
singular2,250,250,2,764.5263466743303,765.2098861907132,1,1000,2500,0.0,0,0,[0],10,5
regular,5000,5000,2,16502.006347018843,16501.728217497912,1,1000,2500,0.0,0,0,[0],10,5
e-singular,5000,5000,2,16085.956159626709,16086.249212524892,1,1000,2500,0.0,0,0,[0],10,5
singular1,5000,5000,2,13447.699151834451,13451.007481558876,1,1000,2500,0.0,0,0,[0],10,5
singular2,5000,5000,2,14957.494143739012,14959.433457049598,1,1000,2500,0.0,0,0,[0],10,5
regular,50,50,3,175.14848438164847,175.82446701559132,1,1000,2500,0.0,0,0,[0],9,5
e-singular,50,50,3,173.43824486511528,173.46235764421633,1,1000,2500,0.0,0,0,[0],8,5
singular1,50,50,3,149.20609038927464,150.15000680145738,1,1000,2500,0.0,0,0,[0],8,5
singular2,50,50,3,156.87235960928754,157.80842417346167,1,1000,2500,0.0,0,0,[0],9,5
regular,250,250,3,840.3998378775261,840.8423423756575,1,1000,2500,0.0,0,0,[0],9,5
e-singular,250,250,3,806.7933813120009,807.0593822315549,1,1000,2500,0.0,0,0,[0],9,5
singular1,250,250,3,690.2499687827448,690.9011580445017,1,1000,2500,0.0,0,0,[0],9,5
singular2,250,250,3,755.4907848069266,756.4970398361365,1,1000,2500,0.0,0,0,[0],9,5
regular,5000,5000,3,16564.331322227972,16565.801712466266,1,1000,2500,0.0,0,0,[0],10,5
e-singular,5000,5000,3,16015.229117874283,16015.280007502495,1,1000,2500,0.0,0,0,[0],10,5
singular1,5000,5000,3,13519.126284517975,13524.189954389742,1,1000,2500,0.0,0,0,[0],10,5
singular2,5000,5000,3,14917.26755267372,14919.665803979577,1,1000,2500,0.0,0,0,[0],10,5
regular,50,50,4,163.57391913546795,164.27914869608648,1,1000,2500,0.0,0,0,[0],9,5
e-singular,50,50,4,169.38066925260185,170.38570138627307,1,1000,2500,0.0,0,0,[0],8,5
singular1,50,50,4,146.95310091326473,147.09621974194226,1,1000,2500,0.0,0,0,[0],8,5
singular2,50,50,4,155.64544044673582,156.6211944226558,1,1000,2500,0.0,0,0,[0],9,5
regular,250,250,4,858.5572238297692,858.5681656107977,1,1000,2500,0.0,0,0,[0],9,5
e-singular,250,250,4,803.4275060903595,804.6222612498847,1,1000,2500,0.0,0,0,[0],9,5
singular1,250,250,4,695.7120878577884,696.309479850763,1,1000,2500,0.0,0,0,[0],10,5
singular2,250,250,4,759.2951726566246,760.2860199144587,1,1000,2500,0.0,0,0,[0],10,5
regular,5000,5000,4,16541.06370000124,16540.591256143412,1,1000,2500,0.0,0,0,[0],10,5
e-singular,5000,5000,4,16161.949827796643,16162.61619878307,1,1000,2500,0.0,0,0,[0],10,5
singular1,5000,5000,4,13481.789382573235,13484.288804869364,1,1000,2500,0.0,0,0,[0],10,5
singular2,5000,5000,4,14882.0440612412,14883.594547880006,1,1000,2500,0.0,0,0,[0],10,5
regular,50,50,5,169.30623995968628,170.25904354704815,1,1000,2500,0.0,0,0,[0],8,5
e-singular,50,50,5,172.3012752577535,172.50778030193368,1,1000,2500,0.0,0,0,[0],8,5
singular1,50,50,5,147.07451038922136,148.5527474710029,1,1000,2500,0.0,0,0,[0],9,5
singular2,50,50,5,152.24835786637925,152.63709614127893,1,1000,2500,0.0,0,0,[0],9,5
regular,250,250,5,850.681163453228,851.9396915787905,1,1000,2500,0.0,0,0,[0],9,5
e-singular,250,250,5,821.0417320712896,821.1552737790967,1,1000,2500,0.0,0,0,[0],9,5
singular1,250,250,5,690.861492632758,692.3905976283817,1,1000,2500,0.0,0,0,[0],9,5
singular2,250,250,5,744.3442489332004,744.3326210241725,1,1000,2500,0.0,0,0,[0],9,5
regular,5000,5000,5,16483.249939403086,16481.214589521667,1,1000,2500,0.0,0,0,[0],10,5
e-singular,5000,5000,5,16035.051293335,16035.9486146433,1,1000,2500,0.0,0,0,[0],10,5
singular1,5000,5000,5,13463.568664628216,13467.036297056602,1,1000,2500,0.0,0,0,[0],10,5
singular2,5000,5000,5,14859.854239109072,14861.52853234955,1,1000,2500,0.0,0,0,[0],10,5
regular,50,50,6,179.42989506611687,180.05052828791298,1,1000,2500,0.0,0,0,[0],9,5
e-singular,50,50,6,155.73254067889857,156.6249805401386,1,1000,2500,0.0,0,0,[0],9,5
singular1,50,50,6,143.05195806432792,143.5809885345643,1,1000,2500,0.0,0,0,[0],9,5
singular2,50,50,6,161.15919812566048,161.54369889174566,1,1000,2500,0.0,0,0,[0],9,5
regular,250,250,6,807.7162355028903,807.7812557823876,1,1000,2500,0.0,0,0,[0],9,5
e-singular,250,250,6,813.3830071307618,813.9653266233416,1,1000,2500,0.0,0,0,[0],9,5
singular1,250,250,6,664.9841847200133,665.3102838690675,1,1000,2500,0.0,0,0,[0],9,5
singular2,250,250,6,750.4413495602221,750.0255303681955,1,1000,2500,0.0,0,0,[0],10,5
regular,5000,5000,6,16613.86382315445,16614.60756971026,1,1000,2500,0.0,0,0,[0],10,3
regular,5000,5000,6,16617.108724197184,16618.776529411047,1,1000,2500,0.0,0,0,[0],10,5
e-singular,5000,5000,6,16123.944401525348,16124.113484640702,1,1000,2500,0.0,0,0,[0],9,3
e-singular,5000,5000,6,16127.300743416585,16127.585774657142,1,1000,2500,0.0,0,0,[0],10,5
singular1,5000,5000,6,13497.715787756584,13500.352244453652,1,1000,2500,0.0,0,0,[0],10,3
singular1,5000,5000,6,13502.194246077934,13506.49497277952,1,1000,2500,0.0,0,0,[0],10,5
singular2,5000,5000,6,14943.935904239985,14945.165890788778,1,1000,2500,0.0,0,0,[0],10,3
singular2,5000,5000,6,14948.423764042243,14950.9132855862,1,1000,2500,0.0,0,0,[0],10,5
regular,50,50,7,173.9815738169207,175.55572688200309,1,1000,2500,0.0,0,0,[0],8,3
regular,50,50,7,176.40448624353897,176.91118016706443,1,1000,2500,0.0,0,0,[0],8,5
e-singular,50,50,7,163.46670581452216,164.83397835347824,1,1000,2500,0.0,0,0,[0],8,3
e-singular,50,50,7,165.76260559796413,166.7647384141485,1,1000,2500,0.0,0,0,[0],8,5
singular1,50,50,7,138.98638532965188,140.134048967644,1,1000,2500,0.0,0,0,[0],8,3
singular1,50,50,7,141.88807910105433,143.30847466322572,1,1000,2500,0.0,0,0,[0],8,5
singular2,50,50,7,145.89075012031762,147.2191428139251,1,1000,2500,0.0,0,0,[0],9,3
singular2,50,50,7,150.30963409454213,150.49773771862232,1,1000,2500,0.0,0,0,[0],9,5
regular,250,250,7,815.8660222702556,817.5158966326718,1,1000,2500,0.0,0,0,[0],8,3
regular,250,250,7,821.2805791616942,821.1392054687516,1,1000,2500,0.0,0,0,[0],10,5
e-singular,250,250,7,819.8545855039301,821.317650515044,1,1000,2500,0.0,0,0,[0],9,3
e-singular,250,250,7,822.342167137516,823.5802340981453,1,1000,2500,0.0,0,0,[0],10,5
singular1,250,250,7,673.1686064057862,674.7554454848764,1,1000,2500,0.0,0,0,[0],9,3
singular1,250,250,7,678.9731636922739,679.5255249544132,1,1000,2500,0.0,0,0,[0],9,5
singular2,250,250,7,747.224768843522,748.9508408781494,1,1000,2500,0.0,0,0,[0],9,3
singular2,250,250,7,754.6168899015479,753.3309971334329,1,1000,2500,0.0,0,0,[0],9,5
regular,5000,5000,7,16539.740295829604,16540.18895333162,1,1000,2500,0.0,0,0,[0],10,3
regular,5000,5000,7,16544.659892429387,16544.7792039776,1,1000,2500,0.0,0,0,[0],10,5
e-singular,5000,5000,7,16120.969313536523,16121.485468956938,1,1000,2500,0.0,0,0,[0],9,3
e-singular,5000,5000,7,16124.22656498838,16124.788658289926,1,1000,2500,0.0,0,0,[0],10,5
singular1,5000,5000,7,13435.439983122473,13437.983324925275,1,1000,2500,0.0,0,0,[0],10,3
singular1,5000,5000,7,13442.220806009644,13444.80980406441,1,1000,2500,0.0,0,0,[0],10,5
singular2,5000,5000,7,14977.68413538378,14979.264782669467,1,1000,2500,0.0,0,0,[0],10,3
singular2,5000,5000,7,14981.69885906206,14984.858155604301,1,1000,2500,0.0,0,0,[0],10,5
regular,50,50,8,177.9454244681078,179.85528122605552,1,1000,2500,0.0,0,0,[0],8,3
regular,50,50,8,181.55521080963194,181.55409102693378,1,1000,2500,0.0,0,0,[0],9,5
e-singular,50,50,8,167.4972535147548,168.997898210625,1,1000,2500,0.0,0,0,[0],8,3
e-singular,50,50,8,169.65260511420672,170.64639085672195,1,1000,2500,0.0,0,0,[0],9,5
singular1,50,50,8,143.8311984544513,145.64622434504514,1,1000,2500,0.0,0,0,[0],8,3
singular1,50,50,8,147.34185494187594,148.52572855674137,1,1000,2500,0.0,0,0,[0],9,5
singular2,50,50,8,151.56437458839451,153.4152337976339,1,1000,2500,0.0,0,0,[0],9,3
singular2,50,50,8,155.53028209475903,156.28131771238165,1,1000,2500,0.0,0,0,[0],9,5
regular,250,250,8,817.8362939052276,819.4398545259617,1,1000,2500,0.0,0,0,[0],8,3
regular,250,250,8,821.4265855507886,822.4050486662976,1,1000,2500,0.0,0,0,[0],10,5
e-singular,250,250,8,801.5537785290908,802.1018349802073,1,1000,2500,0.0,0,0,[0],9,3
e-singular,250,250,8,806.2525867865327,805.4932229458146,1,1000,2500,0.0,0,0,[0],9,5
singular1,250,250,8,671.2937898055868,673.0876085942764,1,1000,2500,0.0,0,0,[0],9,3
singular1,250,250,8,678.0044000569472,678.0517837357073,1,1000,2500,0.0,0,0,[0],9,5
singular2,250,250,8,739.2396259202778,740.5583116402589,1,1000,2500,0.0,0,0,[0],10,3
