dsid,regime,n,trial,nu,wbic,afe0,adjusted_wbic,chains,draws,tune,mean_divergences,total_divergences,max_divergences,divergences_per_chain,chain_tree_depth,n_components
singular1,5000,5000,13,0.8571528108701312,12803.351001373332,12800.798441811552,12802.493848562463,1,1000,2500,0.0,0,0,[0],10,5
singular2,5000,5000,13,0.7977526315103866,11044.308185702768,11043.30420251689,11043.510433071258,1,1000,2500,0.0,0,0,[0],9,5
regular,5000,5000,13,1.86966014757739,14850.855675782277,14856.221759776683,14848.9860156347,1,1000,2500,0.0,0,0,[0],10,7
e-singular,5000,5000,13,1.6731899628083582,13630.550757449486,13639.834002054504,13628.877567486677,1,1000,2500,0.0,0,0,[0],10,7
singular1,5000,5000,13,0.8512604917910515,12810.179392982822,12805.05703840726,12809.328132491031,1,1000,2500,0.0,0,0,[0],10,7
singular2,5000,5000,13,0.7714402944779636,11048.435293107574,11047.562799112598,11047.663852813095,1,1000,2500,0.0,0,0,[0],10,7
regular,5000,5000,13,1.843224527988279,14855.147233696573,14860.48035637239,14853.304009168583,1,1000,2500,0.0,0,0,[0],10,9
e-singular,5000,5000,13,1.7558872445119842,13633.576499485396,13644.092598650212,13631.820612240885,1,1000,2500,0.0,0,0,[0],10,9
singular1,5000,5000,13,0.8834050491607182,12816.45443521167,12809.315635002968,12815.57103016251,1,1000,2500,0.0,0,0,[0],10,9
singular2,5000,5000,13,0.7835318027336167,11054.12414971754,11051.821395708306,11053.340617914806,1,1000,2500,0.0,0,0,[0],10,9
regular,50,50,14,1.3844790104614129,146.63551043981542,149.23003662875544,145.25103142935401,1,1000,2500,0.0,0,0,[0],5,2
e-singular,50,50,14,0.9571810782150392,136.02694215329942,137.54403348282523,135.0697610750844,1,1000,2500,0.0,0,0,[0],7,2
singular1,50,50,14,0.6757880776072308,133.9855856493646,133.85935265677767,133.30979757175737,1,1000,2500,0.0,0,0,[0],8,2
singular2,50,50,14,0.5155130828114953,111.50477833319613,110.82574963747788,110.98926525038463,1,1000,2500,0.0,0,0,[0],7,2
regular,50,50,14,1.2251399999885653,147.64757273734566,150.2080423801125,146.4224327373571,1,1000,2500,0.0,0,0,[0],9,3
e-singular,50,50,14,0.8984594027390873,137.11433215879998,138.52203923418227,136.2158727560609,1,1000,2500,0.0,0,0,[0],8,3
singular1,50,50,14,0.6363169661838726,135.5348472821306,134.83735840813472,134.89853031594674,1,1000,2500,0.0,0,0,[0],8,3
singular2,50,50,14,0.5501163113744358,113.55242587597286,111.80375538883492,113.00230956459842,1,1000,2500,0.0,0,0,[0],7,3
regular,50,50,14,1.0189473725511544,149.58551126805662,152.16405388282655,148.56656389550545,1,1000,2500,0.0,0,0,[0],9,5
e-singular,50,50,14,0.7537132183388678,139.17866764080705,140.47805073689634,138.42495442246818,1,1000,2500,0.0,0,0,[0],8,5
singular1,50,50,14,0.6465446671816112,139.91328847451516,136.79336991084878,139.26674380733354,1,1000,2500,0.0,0,0,[0],9,5
singular2,50,50,14,0.4693846418253661,116.21610535067383,113.75976689154899,115.74672070884846,1,1000,2500,0.0,0,0,[0],8,5
regular,50,50,14,0.8951906542436219,151.6312354338632,154.1200653855406,150.73604477961956,1,1000,2500,0.0,0,0,[0],9,7
e-singular,50,50,14,0.7054143268439399,142.16795727423948,142.4340622396104,141.46254294739555,1,1000,2500,0.0,0,0,[0],9,7
singular1,50,50,14,0.6077540000961191,143.32755233355755,138.74938141356284,142.71979833346143,1,1000,2500,0.0,0,0,[0],9,7
singular2,50,50,14,0.4705608714082198,118.9670115218722,115.71577839426307,118.49645065046397,1,1000,2500,0.0,0,0,[0],8,7
regular,50,50,14,0.7903117529961985,153.2118552303401,156.0760768882547,152.4215434773439,1,1000,2500,0.0,0,0,[0],9,9
e-singular,50,50,14,0.677684860295349,144.91476102086727,144.3900737423245,144.23707616057192,1,1000,2500,0.0,0,0,[0],9,9
singular1,50,50,14,0.5439425932504696,146.2329642626671,140.70539291627694,145.68902166941663,1,1000,2500,0.0,0,0,[0],9,9
singular2,50,50,14,0.4792345319002228,121.4389988254263,117.67178989697715,120.95976429352608,1,1000,2500,0.0,0,0,[0],8,9
regular,250,250,14,1.6210845527958855,755.0269050180792,756.3151584736735,753.4058204652833,1,1000,2500,0.0,0,0,[0],5,2
e-singular,250,250,14,1.332326083738285,680.9024074921858,680.0771464459648,679.5700814084475,1,1000,2500,0.0,0,0,[0],8,2
singular1,250,250,14,0.6099946753207083,651.5299042994893,652.535137559477,650.9199096241686,1,1000,2500,0.0,0,0,[0],9,2
singular2,250,250,14,0.5001539911916203,541.2605587689809,540.1208281764692,540.7604047777893,1,1000,2500,0.0,0,0,[0],8,2
regular,250,250,14,1.7629939992730317,756.2524408061934,757.6955237031391,754.4894468069203,1,1000,2500,0.0,0,0,[0],8,3
e-singular,250,250,14,1.1452836074563588,680.983964241811,681.4575116754304,679.8386806343547,1,1000,2500,0.0,0,0,[0],8,3
singular1,250,250,14,0.6296764190031131,654.5674301127291,653.9155027889425,653.937753693726,1,1000,2500,0.0,0,0,[0],9,3
singular2,250,250,14,0.5461116574077993,544.0505484494737,541.5011934059347,543.5044367920659,1,1000,2500,0.0,0,0,[0],8,3
regular,250,250,14,1.541714696095616,757.3691635023008,760.4562541620702,755.8274488062052,1,1000,2500,0.0,0,0,[0],10,5
e-singular,250,250,14,1.1108875552936108,684.8804355237813,684.2182421343615,683.7695479684877,1,1000,2500,0.0,0,0,[0],9,5
singular1,250,250,14,0.6651185823565976,660.4400467055033,656.6762332478736,659.7749281231467,1,1000,2500,0.0,0,0,[0],10,5
singular2,250,250,14,0.5531792707765992,549.418978265821,544.2619238648658,548.8657989950444,1,1000,2500,0.0,0,0,[0],8,5
regular,250,250,14,1.5165127728269732,759.9402865339011,763.2169846210013,758.4237737610741,1,1000,2500,0.0,0,0,[0],10,7
e-singular,250,250,14,0.9582490672972878,687.9314011298682,686.9789725932926,686.9731520625709,1,1000,2500,0.0,0,0,[0],9,7
singular1,250,250,14,0.6794797916927774,665.8877240373353,659.4369637068048,665.2082442456425,1,1000,2500,0.0,0,0,[0],9,7
singular2,250,250,14,0.5349468453460371,553.940499964273,547.022654323797,553.4055531189271,1,1000,2500,0.0,0,0,[0],9,7
regular,250,250,14,1.4867252575326382,762.2660969725745,765.9777150799324,760.7793717150419,1,1000,2500,0.0,0,0,[0],10,9
e-singular,250,250,14,0.8778457122809816,691.684182373153,689.7397030522237,690.806336660872,1,1000,2500,0.0,0,0,[0],9,9
singular1,250,250,14,0.6541244818779978,672.048996720019,662.1976941657359,671.394872238141,1,1000,2500,0.0,0,0,[0],9,9
singular2,250,250,14,0.4924897514031076,558.3294983483039,549.7833847827281,557.8370085969008,1,1000,2500,0.0,0,0,[0],9,9
regular,5000,5000,14,1.3977091730137847,14736.696015760679,14738.441840276095,14735.298306587665,1,1000,2500,0.0,0,0,[0],5,2
e-singular,5000,5000,14,1.5465637273984991,13578.634008683488,13579.665744421438,13577.087444956089,1,1000,2500,0.0,0,0,[0],6,2
singular1,5000,5000,14,0.561535607417399,12736.424950028271,12736.238430226595,12735.863414420854,1,1000,2500,0.0,0,0,[0],10,2
singular2,5000,5000,14,0.7605860379783095,11076.617731421147,11077.902870252292,11075.857145383168,1,1000,2500,0.0,0,0,[0],10,2
regular,5000,5000,14,1.7255026310572317,14739.995904396506,14740.571138573949,14738.270401765449,1,1000,2500,0.0,0,0,[0],9,3
e-singular,5000,5000,14,1.5659727754455268,13579.002139794566,13581.795042719292,13577.43616701912,1,1000,2500,0.0,0,0,[0],10,3
singular1,5000,5000,14,0.6295332608698685,12739.789493002012,12738.367728524448,12739.159959741142,1,1000,2500,0.0,0,0,[0],10,3
singular2,5000,5000,14,0.7429159421574594,11077.08841563842,11080.032168550146,11076.345499696263,1,1000,2500,0.0,0,0,[0],10,3
regular,5000,5000,14,1.6233244461884597,14742.713262031353,14744.829735169656,14741.089937585164,1,1000,2500,0.0,0,0,[0],10,5
e-singular,5000,5000,14,1.5298114606990525,13580.709212793665,13586.053639315,13579.179401332965,1,1000,2500,0.0,0,0,[0],10,5
singular1,5000,5000,14,0.6685403718294355,12748.34429284469,12742.626325120158,12747.67575247286,1,1000,2500,0.0,0,0,[0],10,5
singular2,5000,5000,14,0.866167598601634,11082.76093327474,11084.290765145855,11081.894765676137,1,1000,2500,0.0,0,0,[0],10,5
regular,5000,5000,14,1.7631204444333064,14748.367371173736,14749.088331765364,14746.604250729302,1,1000,2500,0.0,0,0,[0],10,7
e-singular,5000,5000,14,1.551022924184694,13584.103740799972,13590.312235910707,13582.552717875787,1,1000,2500,0.0,0,0,[0],10,7
singular1,5000,5000,14,0.676146797204412,12756.0019780095,12746.884921715866,12755.325831212296,1,1000,2500,0.0,0,0,[0],10,7
singular2,5000,5000,14,0.8741406442964526,11086.910258221433,11088.549361741563,11086.036117577136,1,1000,2500,0.0,0,0,[0],10,7
regular,5000,5000,14,1.7748137976109695,14751.950480307702,14753.346928361072,14750.175666510091,1,1000,2500,0.0,0,0,[0],10,9
e-singular,5000,5000,14,1.5290485911060248,13586.88295647037,13594.570832506415,13585.353907879264,1,1000,2500,0.0,0,0,[0],10,9
singular1,5000,5000,14,0.6730756228866046,12762.027329364151,12751.143518311574,12761.354253741265,1,1000,2500,0.0,0,0,[0],10,9
singular2,5000,5000,14,0.8388763657720926,11090.593466786557,11092.807958337271,11089.754590420785,1,1000,2500,0.0,0,0,[0],10,9
regular,50,50,15,2.0862597067385824,166.42813216922485,168.14553732505857,164.34187246248626,1,1000,2500,0.0,0,0,[0],5,2
e-singular,50,50,15,0.6324425227819304,128.772130694071,133.87375725350725,128.13968817128907,1,1000,2500,0.0,0,0,[0],8,2
singular1,50,50,15,0.7092511026461897,133.6913772086961,132.31854798182235,132.98212610604992,1,1000,2500,0.0,0,0,[0],9,2
singular2,50,50,15,0.5894223750412061,115.2165957440854,114.72024525944923,114.62717336904419,1,1000,2500,0.0,0,0,[0],8,2
regular,50,50,15,2.0553198074862284,165.85463871673252,169.12354307641561,163.7993189092463,1,1000,2500,0.0,0,0,[0],8,3
e-singular,50,50,15,0.6475101571731485,130.7798713689424,134.8517630048643,130.13236121176925,1,1000,2500,0.0,0,0,[0],8,3
singular1,50,50,15,0.5792724623942024,134.87574665767178,133.2965537331794,134.29647419527757,1,1000,2500,0.0,0,0,[0],8,3
singular2,50,50,15,0.577060086514635,116.74158781673786,115.69825101080626,116.16452773022323,1,1000,2500,0.0,0,0,[0],8,3
regular,50,50,15,1.7956953550389934,165.86426350831567,171.07955457912968,164.0685681532767,1,1000,2500,0.0,0,0,[0],9,5
e-singular,50,50,15,0.6577179190376486,134.27158557042225,136.80777450757836,133.6138676513846,1,1000,2500,0.0,0,0,[0],8,5
singular1,50,50,15,0.6960240333474226,139.78477509774842,135.25256523589346,139.088751064401,1,1000,2500,0.0,0,0,[0],9,5
singular2,50,50,15,0.5817992073970962,120.21302194205008,117.65426251352034,119.63122273465298,1,1000,2500,0.0,0,0,[0],8,5
regular,50,50,15,1.6143738301292256,166.55652774676565,173.03556608184374,164.9421539166364,1,1000,2500,0.0,0,0,[0],9,7
e-singular,50,50,15,0.6680984606872067,138.39007323618077,138.76378601029245,137.72197477549355,1,1000,2500,0.0,0,0,[0],8,7
singular1,50,50,15,0.6438103670352109,143.05205231905782,137.20857673860752,142.40824195202262,1,1000,2500,0.0,0,0,[0],9,7
singular2,50,50,15,0.5302079585137346,122.79878903346253,119.61027401623441,122.2685810749488,1,1000,2500,0.0,0,0,[0],8,7
regular,50,50,15,1.5088930611141178,167.36610641728427,174.99157758455783,165.85721335617015,1,1000,2500,0.0,0,0,[0],9,9
e-singular,50,50,15,0.6461754015744592,141.148918089905,140.7197975130065,140.50274268833056,1,1000,2500,0.0,0,0,[0],9,9
singular1,50,50,15,0.6777009762240906,146.41430236692088,139.1645882413216,145.7366013906968,1,1000,2500,0.0,0,0,[0],9,9
singular2,50,50,15,0.5441544165727475,125.35398000320923,121.56628551894849,124.80982558663648,1,1000,2500,0.0,0,0,[0],8,9
regular,250,250,15,1.5195096153337098,740.7760559293152,741.7948848655193,739.2565463139815,1,1000,2500,0.0,0,0,[0],5,2
e-singular,250,250,15,1.7497651258258708,702.7300514457177,703.8623299899635,700.9802863198918,1,1000,2500,0.0,0,0,[0],7,2
singular1,250,250,15,0.6574298913957853,646.4559817600073,645.4138455833798,645.7985518686115,1,1000,2500,0.0,0,0,[0],9,2
singular2,250,250,15,0.6206010835806696,548.7882304261234,547.1777795234923,548.1676293425427,1,1000,2500,0.0,0,0,[0],8,2
regular,250,250,15,1.6087827901997689,741.6447783587396,743.1752500949849,740.0359955685398,1,1000,2500,0.0,0,0,[0],10,3
e-singular,250,250,15,1.4056261702144355,702.0153857568032,705.2426952194292,700.6097595865888,1,1000,2500,0.0,0,0,[0],8,3
singular1,250,250,15,0.6308511388284669,648.6714467437721,646.7942108128453,648.0405956049436,1,1000,2500,0.0,0,0,[0],9,3
singular2,250,250,15,0.5643723188054802,550.6147607826554,548.5581447529578,550.0503884638499,1,1000,2500,0.0,0,0,[0],8,3
regular,250,250,15,1.4676731653823798,743.5574367129591,745.935980553916,742.0897635475767,1,1000,2500,0.0,0,0,[0],9,5
e-singular,250,250,15,1.239375456756037,704.0423302900394,708.0034256783603,702.8029548332834,1,1000,2500,0.0,0,0,[0],9,5
singular1,250,250,15,0.6260438215329293,654.2535448810216,649.5549412717764,653.6275010594887,1,1000,2500,0.0,0,0,[0],9,5
singular2,250,250,15,0.6028605536630494,555.3956293338648,551.3188752118889,554.7927687802018,1,1000,2500,0.0,0,0,[0],8,5
regular,250,250,15,1.4248085425778871,746.5684353464555,748.6967110128471,745.1436268038776,1,1000,2500,0.0,0,0,[0],10,7
e-singular,250,250,15,1.2281917317882447,707.7786686875163,710.7641561372914,706.5504769557281,1,1000,2500,0.0,0,0,[0],9,7
singular1,250,250,15,0.628054032782035,659.5472142674446,652.3156717307077,658.9191602346625,1,1000,2500,0.0,0,0,[0],10,7
singular2,250,250,15,0.5807740069454314,559.5928328384357,554.0796056708201,559.0120588314903,1,1000,2500,0.0,0,0,[0],9,7
regular,250,250,15,1.31768750077038,748.747497073252,751.4574414717782,747.4298095724816,1,1000,2500,0.0,0,0,[0],10,9
e-singular,250,250,15,1.0264460187154802,709.7094102015803,713.5248865962225,708.6829641828649,1,1000,2500,0.0,0,0,[0],9,9
singular1,250,250,15,0.5985222236900744,665.3485177210441,655.0764021896388,664.749995497354,1,1000,2500,0.0,0,0,[0],9,9
singular2,250,250,15,0.6038544732911098,565.0237075801477,556.8403361297512,564.4198531068566,1,1000,2500,0.0,0,0,[0],9,9
regular,5000,5000,15,1.5221632474221292,14796.122769031304,14796.853098526322,14794.600605783882,1,1000,2500,0.0,0,0,[0],6,2
e-singular,5000,5000,15,1.5936440079534007,13606.284551115928,13608.67550023562,13604.690907107975,1,1000,2500,0.0,0,0,[0],7,2
singular1,5000,5000,15,0.6990514161761934,12860.200240437713,12860.64995605936,12859.501189021536,1,1000,2500,0.0,0,0,[0],10,2
singular2,5000,5000,15,0.6972100435194828,11087.06277191044,11087.701896348548,11086.36556186692,1,1000,2500,0.0,0,0,[0],10,2
regular,5000,5000,15,1.62250787103282,14797.680852083431,14798.982396824176,14796.058344212399,1,1000,2500,0.0,0,0,[0],9,3
e-singular,5000,5000,15,1.4896889565749887,13606.407037286657,13610.804798533474,13604.917348330082,1,1000,2500,0.0,0,0,[0],10,3
singular1,5000,5000,15,0.7616948159290255,12863.333630078352,12862.779254357214,12862.571935262424,1,1000,2500,0.0,0,0,[0],10,3
singular2,5000,5000,15,0.7782993164896458,11089.589341070214,11089.831194646402,11088.811041753725,1,1000,2500,0.0,0,0,[0],10,3
regular,5000,5000,15,1.7594228616151693,14801.926149731888,14803.240993419884,14800.166726870273,1,1000,2500,0.0,0,0,[0],10,5
e-singular,5000,5000,15,1.6955234394863696,13610.796914521636,13615.063395129182,13609.10139108215,1,1000,2500,0.0,0,0,[0],10,5
singular1,5000,5000,15,0.7385860436456595,12867.9137081474,12867.037850952924,12867.175122103754,1,1000,2500,0.0,0,0,[0],10,5
singular2,5000,5000,15,0.8296161685680666,11094.024894545284,11094.089791242111,11093.195278376716,1,1000,2500,0.0,0,0,[0],10,5
regular,5000,5000,15,1.7531096794503267,14805.842554502457,14807.499590015592,14804.089444823006,1,1000,2500,0.0,0,0,[0],10,7
e-singular,5000,5000,15,1.63434402623263,13613.607637787487,13619.32199172489,13611.973293761253,1,1000,2500,0.0,0,0,[0],10,7
singular1,5000,5000,15,0.8164589668606911,12875.082084669042,12871.296447548631,12874.26562570218,1,1000,2500,0.0,0,0,[0],10,7
singular2,5000,5000,15,0.8367803419712052,11098.981521834656,11098.34838783782,11098.144741492684,1,1000,2500,0.0,0,0,[0],10,7
regular,5000,5000,15,1.6142402735165415,14807.890579959016,14811.7581866113,14806.276339685499,1,1000,2500,0.0,0,0,[0],10,9
e-singular,5000,5000,15,1.5794694432194247,13616.407039898235,13623.580588320598,13614.827570455016,1,1000,2500,0.0,0,0,[0],10,9
singular1,5000,5000,15,0.8183304639305359,12880.510205256056,12875.55504414434,12879.691874792126,1,1000,2500,0.0,0,0,[0],10,9
singular2,5000,5000,15,0.8171628173266682,11103.44724413505,11102.606984433527,11102.630081317724,1,1000,2500,0.0,0,0,[0],10,9
regular,50,50,16,1.5471516873628743,150.85694794019457,152.98352321865832,149.3097962528317,1,1000,2500,0.0,0,0,[0],5,2
e-singular,50,50,16,0.9287781302294044,133.59709560916824,136.03969702995138,132.66831747893883,1,1000,2500,0.0,0,0,[0],8,2
singular1,50,50,16,0.5560187594668388,128.77922435702052,127.55725517160857,128.2232055975537,1,1000,2500,0.0,0,0,[0],8,2
singular2,50,50,16,0.6155295261197175,115.2006566047879,114.52142813263639,114.58512707866818,1,1000,2500,0.0,0,0,[0],8,2
regular,50,50,16,1.598709207965187,151.71841527811478,153.96152897001537,150.1197060701496,1,1000,2500,0.0,0,0,[0],8,3
e-singular,50,50,16,0.7516706027778514,134.56160974851326,137.01770278130843,133.8099391457354,1,1000,2500,0.0,0,0,[0],8,3
singular1,50,50,16,0.5513228507054606,130.89358109122537,128.53526092296562,130.34225824051993,1,1000,2500,0.0,0,0,[0],9,3
singular2,50,50,16,0.5242611717770794,116.47700248882374,115.49943388399342,115.95274131704666,1,1000,2500,0.0,0,0,[0],8,3
regular,50,50,16,1.3179788913321908,152.61493430778444,155.91754047272943,151.29695541645225,1,1000,2500,0.0,0,0,[0],9,5
e-singular,50,50,16,0.766679507477087,137.85312053503637,138.9737142840225,137.0864410275593,1,1000,2500,0.0,0,0,[0],8,5
singular1,50,50,16,0.5419756424485943,135.11628220866007,130.49127242567968,134.57430656621148,1,1000,2500,0.0,0,0,[0],9,5
singular2,50,50,16,0.5756790385562577,120.07618670808166,117.4554453867075,119.5005076695254,1,1000,2500,0.0,0,0,[0],8,5
regular,50,50,16,1.215771421795952,153.98621935240007,157.8735519754435,152.77044793060412,1,1000,2500,0.0,0,0,[0],9,7
e-singular,50,50,16,0.7285524668591326,141.04389247280628,140.92972578673658,140.31534000594715,1,1000,2500,0.0,0,0,[0],8,7
singular1,50,50,16,0.5585234031144105,138.53481782500532,132.44728392839374,137.9762944218909,1,1000,2500,0.0,0,0,[0],9,7
singular2,50,50,16,0.49394257097683814,122.20723405510437,119.41145688942157,121.71329148412752,1,1000,2500,0.0,0,0,[0],8,7
regular,50,50,16,1.1055754653276055,155.30582664910548,159.82956347815758,154.20025118377788,1,1000,2500,0.0,0,0,[0],9,9
e-singular,50,50,16,0.6702448278219987,143.67300041522475,142.88573728945065,143.00275558740276,1,1000,2500,0.0,0,0,[0],8,9
singular1,50,50,16,0.5537448536872625,142.12746137067714,134.40329543110784,141.5737165169899,1,1000,2500,0.0,0,0,[0],9,9
singular2,50,50,16,0.5109406647625361,124.99653600756649,121.36746839213565,124.48559534280396,1,1000,2500,0.0,0,0,[0],8,9
regular,250,250,16,1.666165784153348,748.107929974665,748.6151682310084,746.4417641905117,1,1000,2500,0.0,0,0,[0],5,2
e-singular,250,250,16,1.5839510444217346,682.8257307530536,683.2066448040316,681.2417797086318,1,1000,2500,0.0,0,0,[0],7,2
singular1,250,250,16,0.640992132927409,655.6985061721128,656.3361655960341,655.0575140391854,1,1000,2500,0.0,0,0,[0],8,2
singular2,250,250,16,0.8403518924413916,568.7562131075218,569.0134437135262,567.9158612150804,1,1000,2500,0.0,0,0,[0],8,2
regular,250,250,16,1.8397402711872373,749.3357077028858,749.995533460474,747.4959674316985,1,1000,2500,0.0,0,0,[0],10,3
e-singular,250,250,16,1.4849064669203653,683.3740865260703,684.5870100334972,681.8891800591499,1,1000,2500,0.0,0,0,[0],8,3
singular1,250,250,16,0.7787162016127718,659.2339858509636,657.7165308254996,658.4552696493508,1,1000,2500,0.0,0,0,[0],9,3
singular2,250,250,16,0.852309625250768,570.270100101743,570.3938089429917,569.4177904764922,1,1000,2500,0.0,0,0,[0],9,3
regular,250,250,16,1.665149982593536,750.5005234420541,752.7562639194051,748.8353734594606,1,1000,2500,0.0,0,0,[0],10,5
e-singular,250,250,16,1.2053028773850587,684.8449406250455,687.3477404924283,683.6396377476605,1,1000,2500,0.0,0,0,[0],9,5
singular1,250,250,16,0.7180615026479785,663.9975749895328,660.4772612844307,663.2795134868849,1,1000,2500,0.0,0,0,[0],9,5
singular2,250,250,16,0.7329452260177522,573.5872796628021,573.1545394019228,572.8543344367844,1,1000,2500,0.0,0,0,[0],8,5
regular,250,250,16,1.5950814817239258,752.7058820030732,755.5169943783362,751.1108005213492,1,1000,2500,0.0,0,0,[0],10,7
e-singular,250,250,16,1.1154818033179101,688.5601435822982,690.1084709513594,687.4446617789803,1,1000,2500,0.0,0,0,[0],9,7
singular1,250,250,16,0.7000224805520454,669.4029212093509,663.2379917433619,668.7028987287988,1,1000,2500,0.0,0,0,[0],9,7
singular2,250,250,16,0.7434477864339454,577.4570607102912,575.915269860854,576.7136129238572,1,1000,2500,0.0,0,0,[0],9,7
regular,250,250,16,1.4927884724252802,754.4534390410279,758.2777248372673,752.9606505686025,1,1000,2500,0.0,0,0,[0],10,9
e-singular,250,250,16,1.0435063683946044,692.2564074860288,692.8692014102905,691.2129011176343,1,1000,2500,0.0,0,0,[0],9,9
singular1,250,250,16,0.671238197869503,674.5556264630004,665.998722202293,673.884388265131,1,1000,2500,0.0,0,0,[0],9,9
singular2,250,250,16,0.6631336845190685,581.047507447305,578.6760003197851,580.3843737627859,1,1000,2500,0.0,0,0,[0],9,9
regular,5000,5000,16,1.5711061408325193,14740.905179851152,14741.980661189422,14739.334073710319,1,1000,2500,0.0,0,0,[0],5,2
e-singular,5000,5000,16,1.5106970880509918,13576.355974023874,13577.20807422509,13574.845276935823,1,1000,2500,0.0,0,0,[0],6,2
singular1,5000,5000,16,0.6480470469846191,12842.70796655459,12842.92253486422,12842.059919507605,1,1000,2500,0.0,0,0,[0],10,2
singular2,5000,5000,16,0.673471930766301,10970.126277520581,10971.97580306409,10969.452805589815,1,1000,2500,0.0,0,0,[0],8,2
regular,5000,5000,16,1.5811786271698858,14742.602083665543,14744.109959487276,14741.020905038373,1,1000,2500,0.0,0,0,[0],9,3
e-singular,5000,5000,16,1.5680541787121876,13578.370598444611,13579.337372522943,13576.8025442659,1,1000,2500,0.0,0,0,[0],10,3
singular1,5000,5000,16,0.7435655793367766,12845.397625017044,12845.051833162073,12844.654059437707,1,1000,2500,0.0,0,0,[0],10,3
singular2,5000,5000,16,0.6815463344265632,10972.485681026665,10974.105101361944,10971.804134692238,1,1000,2500,0.0,0,0,[0],9,3
regular,5000,5000,16,1.756470036896992,14747.564370026459,14748.368556082984,14745.807899989562,1,1000,2500,0.0,0,0,[0],10,5
e-singular,5000,5000,16,1.5162681257804063,13580.831734189558,13583.59596911865,13579.315466063777,1,1000,2500,0.0,0,0,[0],10,5
singular1,5000,5000,16,0.7407494244257392,12851.37071043543,12849.310429757783,12850.629961011005,1,1000,2500,0.0,0,0,[0],10,5
singular2,5000,5000,16,0.7340034793680694,10978.113222598684,10978.363697957653,10977.379219119315,1,1000,2500,0.0,0,0,[0],9,5
regular,5000,5000,16,1.7208209653739435,14751.636767598897,14752.627152678691,14749.915946633522,1,1000,2500,0.0,0,0,[0],10,7
e-singular,5000,5000,16,1.4632057180061149,13584.413504532326,13587.854565714359,13582.95029881432,1,1000,2500,0.0,0,0,[0],10,7
singular1,5000,5000,16,0.715884619252453,12856.682400810536,12853.56902635349,12855.966516191284,1,1000,2500,0.0,0,0,[0],10,7
singular2,5000,5000,16,0.6970677199272738,10982.749283109379,10982.622294553361,10982.05221538945,1,1000,2500,0.0,0,0,[0],10,7
regular,5000,5000,16,1.693957015335423,14755.266128923116,14756.8857492744,14753.572171907781,1,1000,2500,0.0,0,0,[0],10,9
e-singular,5000,5000,16,1.3800667624242708,13587.2522075832,13592.113162310066,13585.872140820777,1,1000,2500,0.0,0,0,[0],10,9
singular1,5000,5000,16,0.7815687469210663,12864.862020827914,12857.827622949198,12864.080452080992,1,1000,2500,0.0,0,0,[0],10,9
singular2,5000,5000,16,0.7330650916877642,10989.229498411703,10986.880891149069,10988.496433320015,1,1000,2500,0.0,0,0,[0],10,9
regular,50,50,17,1.5677711845209548,160.16908888542352,161.06173424172889,158.60131770090257,1,1000,2500,0.0,0,0,[0],5,2
e-singular,50,50,17,0.8591993165015257,134.9698082173654,137.38460353851005,134.11060890086387,1,1000,2500,0.0,0,0,[0],7,2
singular1,50,50,17,0.7574394780845507,137.12135946647066,136.10585230655914,136.3639199883861,1,1000,2500,0.0,0,0,[0],8,2
singular2,50,50,17,0.46236208702189685,109.24763705325338,108.35919212635804,108.78527496623148,1,1000,2500,0.0,0,0,[0],7,2
regular,50,50,17,1.6121249548985743,161.1851015025447,162.03973999308593,159.57297654764614,1,1000,2500,0.0,0,0,[0],9,3
e-singular,50,50,17,0.8176232388828142,136.1157447039906,138.3626092898671,135.29812146510778,1,1000,2500,0.0,0,0,[0],8,3
singular1,50,50,17,0.7268030501826133,138.36643005337675,137.0838580579162,137.63962700319414,1,1000,2500,0.0,0,0,[0],9,3
singular2,50,50,17,0.44861394569565316,110.97425592505441,109.33719787771507,110.52564197935875,1,1000,2500,0.0,0,0,[0],7,3
regular,50,50,17,1.388569614050526,162.0970654764324,163.9957514958,160.70849586238185,1,1000,2500,0.0,0,0,[0],9,5
e-singular,50,50,17,0.8195150044208217,139.66009035365872,140.31862079258116,138.8405753492379,1,1000,2500,0.0,0,0,[0],8,5
singular1,50,50,17,0.7566699447465655,142.46657137879393,139.03986956063025,141.70990143404737,1,1000,2500,0.0,0,0,[0],9,5
singular2,50,50,17,0.5047114873228751,114.88283599007082,111.29320938042915,114.37812450274794,1,1000,2500,0.0,0,0,[0],8,5
regular,50,50,17,1.3551383854526642,163.8168736070838,165.95176299851408,162.46173522163113,1,1000,2500,0.0,0,0,[0],9,7
e-singular,50,50,17,0.8061682402293534,142.458307656592,142.27463229529525,141.65213941636267,1,1000,2500,0.0,0,0,[0],8,7
singular1,50,50,17,0.7379700837688362,145.6776726307572,140.9958810633443,144.93970254698837,1,1000,2500,0.0,0,0,[0],9,7
singular2,50,50,17,0.47855409260963666,117.4799309910572,113.24922088314322,117.00137689844756,1,1000,2500,0.0,0,0,[0],8,7
regular,50,50,17,1.227213465897514,165.54324728198884,167.90777450122815,164.31603381609133,1,1000,2500,0.0,0,0,[0],9,9
e-singular,50,50,17,0.7899788167577896,145.25744572680463,144.2306437980093,144.46746691004685,1,1000,2500,0.0,0,0,[0],9,9
singular1,50,50,17,0.7528248478236961,149.42978450456536,142.9518925660584,148.67695965674167,1,1000,2500,0.0,0,0,[0],9,9
