dsid,regime,n,trial,nu,wbic,afe0,adjusted_wbic,chains,draws,tune,mean_divergences,total_divergences,max_divergences,divergences_per_chain,chain_tree_depth,n_components
regular,5000,5000,6,1.7703556067946655,14755.691658090298,14759.241123034095,14753.921302483503,1,1000,2500,0.0,0,0,[0],10,7
e-singular,5000,5000,6,1.5005882519323765,13564.71069566175,13569.12049734401,13563.210107409817,1,1000,2500,0.0,0,0,[0],10,7
singular1,5000,5000,6,0.8191575510398803,12858.074941228855,12854.57851235256,12857.255783677816,1,1000,2500,0.0,0,0,[0],10,7
singular2,5000,5000,6,0.6976904164488046,11008.05949951479,11002.935971311714,11007.36180909834,1,1000,2500,0.0,0,0,[0],10,7
regular,5000,5000,6,1.6970927305693497,14758.256624001066,14763.499719629803,14756.559531270495,1,1000,2500,0.0,0,0,[0],10,9
e-singular,5000,5000,6,1.4783085767813857,13567.431729026093,13573.379093939719,13565.953420449312,1,1000,2500,0.0,0,0,[0],10,9
singular1,5000,5000,6,0.7357025802287228,12865.571465358486,12858.837108948268,12864.835762778257,1,1000,2500,0.0,0,0,[0],10,9
singular2,5000,5000,6,0.6492337506036436,11012.487694444291,11007.194567907422,11011.838460693687,1,1000,2500,0.0,0,0,[0],10,9
regular,50,50,7,1.5071318668304583,152.0043893855665,153.18578710961333,150.49725751873603,1,1000,2500,0.0,0,0,[0],5,2
e-singular,50,50,7,1.142948505701462,139.05472862910398,140.8089999830664,137.9117801234025,1,1000,2500,0.0,0,0,[0],7,2
singular1,50,50,7,0.6161668974989348,132.22924089260576,131.6578863333105,131.61307399510682,1,1000,2500,0.0,0,0,[0],8,2
singular2,50,50,7,0.7042889859146185,117.95305348072873,117.46670465570185,117.24876449481411,1,1000,2500,0.0,0,0,[0],7,2
regular,50,50,7,1.489181036675422,153.18123452798866,154.16379286097037,151.69205349131323,1,1000,2500,0.0,0,0,[0],8,3
e-singular,50,50,7,0.9610465909535253,139.51866441720443,141.78700573442345,138.55761782625092,1,1000,2500,0.0,0,0,[0],8,3
singular1,50,50,7,0.6361209261895707,134.02494218143457,132.63589208466755,133.388821255245,1,1000,2500,0.0,0,0,[0],8,3
singular2,50,50,7,0.6757340942449022,119.4450436291986,118.44471040705888,118.76930953495369,1,1000,2500,0.0,0,0,[0],8,3
regular,50,50,7,1.282621581575369,154.46559404856805,156.11980436368444,153.18297246699268,1,1000,2500,0.0,0,0,[0],9,5
e-singular,50,50,7,0.932273400030325,142.26693092187548,143.7430172371375,141.33465752184517,1,1000,2500,0.0,0,0,[0],8,5
singular1,50,50,7,0.6268890626357033,138.59081432026503,134.5919035873816,137.9639252576293,1,1000,2500,0.0,0,0,[0],9,5
singular2,50,50,7,0.6064213448888102,122.12396296217145,120.40072190977295,121.51754161728263,1,1000,2500,0.0,0,0,[0],8,5
regular,50,50,7,1.1535611478751346,155.84178843241426,158.0758158663985,154.68822728453912,1,1000,2500,0.0,0,0,[0],9,7
e-singular,50,50,7,0.8564600950856495,144.9101318252625,145.6990287398516,144.05367173017686,1,1000,2500,0.0,0,0,[0],8,7
singular1,50,50,7,0.6355209600692315,141.87819235637772,136.54791509009567,141.24267139630848,1,1000,2500,0.0,0,0,[0],9,7
singular2,50,50,7,0.6013678246894123,125.15231670044678,122.35673341248703,124.55094887575736,1,1000,2500,0.0,0,0,[0],8,7
regular,50,50,7,1.108608454770456,158.09748957352417,160.0318273691126,156.9888811187537,1,1000,2500,0.0,0,0,[0],9,9
e-singular,50,50,7,0.8530839975410441,147.64921620618412,147.65504024256566,146.7961322086431,1,1000,2500,0.0,0,0,[0],8,9
singular1,50,50,7,0.6035043209407578,144.79702265586948,138.50392659280976,144.1935183349287,1,1000,2500,0.0,0,0,[0],9,9
singular2,50,50,7,0.5680387534690404,127.16012608948166,124.31274491520111,126.59208733601263,1,1000,2500,0.0,0,0,[0],8,9
regular,250,250,7,1.555284003001498,746.7170370373179,747.6667753608795,745.1617530343165,1,1000,2500,0.0,0,0,[0],5,2
e-singular,250,250,7,1.3359257230698436,687.3869773484398,687.8515284255169,686.05105162537,1,1000,2500,0.0,0,0,[0],8,2
singular1,250,250,7,0.639810421165787,647.2624137710459,646.0992876212772,646.6226033498801,1,1000,2500,0.0,0,0,[0],10,2
singular2,250,250,7,0.4929895769916661,555.9378982217618,555.3120980711401,555.4449086447701,1,1000,2500,0.0,0,0,[0],8,2
regular,250,250,7,1.5847554281498877,748.1091048757322,749.0471405903451,746.5243494475824,1,1000,2500,0.0,0,0,[0],9,3
e-singular,250,250,7,1.1980682056229692,688.4840567788402,689.2318936549825,687.2859885732173,1,1000,2500,0.0,0,0,[0],9,3
singular1,250,250,7,0.6343685844054415,649.3565591508982,647.4796528507427,648.7221905664927,1,1000,2500,0.0,0,0,[0],9,3
singular2,250,250,7,0.5630201863692789,558.4310257711882,556.6924633006056,557.8680055848189,1,1000,2500,0.0,0,0,[0],9,3
regular,250,250,7,1.6113217285844406,750.4205189692929,751.8078710492762,748.8091972407084,1,1000,2500,0.0,0,0,[0],9,5
e-singular,250,250,7,1.1649681707868453,692.5388818070379,691.9926241139136,691.373913636251,1,1000,2500,0.0,0,0,[0],9,5
singular1,250,250,7,0.6387289294519922,654.9337675826246,650.2403833096738,654.2950386531726,1,1000,2500,0.0,0,0,[0],9,5
singular2,250,250,7,0.5858300357787317,563.2670229133297,559.4531937595367,562.681192877551,1,1000,2500,0.0,0,0,[0],8,5
regular,250,250,7,1.518211309890408,752.7414236161742,754.5686015082073,751.2232123062838,1,1000,2500,0.0,0,0,[0],9,7
e-singular,250,250,7,0.9845143051464883,695.0361457445538,694.7533545728447,694.0516314394073,1,1000,2500,0.0,0,0,[0],9,7
singular1,250,250,7,0.6837423239936576,661.6121424533075,653.001113768605,660.9284001293138,1,1000,2500,0.0,0,0,[0],9,7
singular2,250,250,7,0.5719253537649889,568.0365740568593,562.2139242184679,567.4646487030943,1,1000,2500,0.0,0,0,[0],9,7
regular,250,250,7,1.4646840676090267,755.1144826701501,757.3293319671384,753.6497986025411,1,1000,2500,0.0,0,0,[0],10,9
e-singular,250,250,7,0.9803328089640804,699.7601146954235,697.5140850317758,698.7797818864593,1,1000,2500,0.0,0,0,[0],9,9
singular1,250,250,7,0.659267984842304,666.3831053846956,655.7618442275361,665.7238373998532,1,1000,2500,0.0,0,0,[0],9,9
singular2,250,250,7,0.5624648325130254,571.7861635065924,564.974654677399,571.2236986740794,1,1000,2500,0.0,0,0,[0],9,9
regular,5000,5000,7,1.4223758196301053,14768.610814728094,14770.524486067454,14767.188438908464,1,1000,2500,0.0,0,0,[0],5,2
e-singular,5000,5000,7,1.5118917384093862,13558.56740500959,13558.542520699573,13557.05551327118,1,1000,2500,0.0,0,0,[0],6,2
singular1,5000,5000,7,0.6227554601845219,12808.011389893401,12808.1314229732,12807.388634433217,1,1000,2500,0.0,0,0,[0],10,2
singular2,5000,5000,7,0.64355880884837,11002.549254429097,11003.566735659106,11001.90569562025,1,1000,2500,0.0,0,0,[0],9,2
regular,5000,5000,7,1.6815874435081923,14771.28110769212,14772.653784365308,14769.599520248612,1,1000,2500,0.0,0,0,[0],9,3
e-singular,5000,5000,7,1.6138287711036494,13560.478892420426,13560.671818997427,13558.865063649322,1,1000,2500,0.0,0,0,[0],10,3
singular1,5000,5000,7,0.6792212746146017,12810.456276975676,12810.260721271054,12809.77705570106,1,1000,2500,0.0,0,0,[0],9,3
singular2,5000,5000,7,0.6722506431755647,11004.480541324005,11005.69603395696,11003.808290680829,1,1000,2500,0.0,0,0,[0],9,3
regular,5000,5000,7,1.7355217433956178,14774.793843327687,14776.912380961016,14773.05832158429,1,1000,2500,0.0,0,0,[0],10,5
e-singular,5000,5000,7,1.559232668558883,13562.924078466627,13564.930415593135,13561.364845798069,1,1000,2500,0.0,0,0,[0],10,5
singular1,5000,5000,7,0.7323371505346189,12817.355823248039,12814.519317866763,12816.623486097504,1,1000,2500,0.0,0,0,[0],10,5
singular2,5000,5000,7,0.8219087279213925,11010.189744953956,11009.95463055267,11009.367836226034,1,1000,2500,0.0,0,0,[0],10,5
regular,5000,5000,7,1.8399994289784856,14778.804581897222,14781.170977556723,14776.964582468243,1,1000,2500,0.0,0,0,[0],10,7
e-singular,5000,5000,7,1.5502841183098013,13566.250490973422,13569.189012188843,13564.700206855112,1,1000,2500,0.0,0,0,[0],10,7
singular1,5000,5000,7,0.8313053401570217,12824.92864032992,12818.777914462471,12824.097334989763,1,1000,2500,0.0,0,0,[0],10,7
singular2,5000,5000,7,0.8276453520172006,11016.013507646863,11014.213227148377,11015.185862294846,1,1000,2500,0.0,0,0,[0],10,7
regular,5000,5000,7,1.7795904384305887,14781.876036930822,14785.429574152431,14780.09644649239,1,1000,2500,0.0,0,0,[0],10,9
e-singular,5000,5000,7,1.5751975401793918,13569.671320069554,13573.44760878455,13568.096122529374,1,1000,2500,0.0,0,0,[0],10,9
singular1,5000,5000,7,0.7673238644615608,12831.16715475529,12823.036511058179,12830.399830890829,1,1000,2500,0.0,0,0,[0],10,9
singular2,5000,5000,7,0.8022970033441491,11020.782594972226,11018.471823744085,11019.980297968883,1,1000,2500,0.0,0,0,[0],10,9
regular,50,50,8,1.4052398420288934,149.61471603137207,150.03339101068673,148.20947618934318,1,1000,2500,0.0,0,0,[0],5,2
e-singular,50,50,8,0.7747366157960751,132.2930862369703,136.49719176271793,131.51834962117422,1,1000,2500,0.0,0,0,[0],8,2
singular1,50,50,8,0.615764400958997,132.94985260513081,131.78522317610495,132.33408820417182,1,1000,2500,0.0,0,0,[0],8,2
singular2,50,50,8,0.5598293741452863,110.66267659094419,110.69690119275771,110.1028472167989,1,1000,2500,0.0,0,0,[0],7,2
regular,50,50,8,1.2767463804379968,150.48535118623496,151.01139676204377,149.20860480579697,1,1000,2500,0.0,0,0,[0],9,3
e-singular,50,50,8,0.7176941716979702,134.13860431771627,137.47519751407498,133.42091014601831,1,1000,2500,0.0,0,0,[0],8,3
singular1,50,50,8,0.5945187703786302,134.98275165814078,132.763228927462,134.38823288776214,1,1000,2500,0.0,0,0,[0],8,3
singular2,50,50,8,0.6034556281036108,112.53739829817367,111.67490694411474,111.93394267007005,1,1000,2500,0.0,0,0,[0],8,3
regular,50,50,8,1.163025647185349,152.50555511260896,152.96740826475784,151.3425294654236,1,1000,2500,0.0,0,0,[0],9,5
e-singular,50,50,8,0.7629929450489942,137.59338192022636,139.43120901678904,136.83038897517736,1,1000,2500,0.0,0,0,[0],9,5
singular1,50,50,8,0.6020038579570275,139.0280759360209,134.71924043017606,138.4260720780639,1,1000,2500,0.0,0,0,[0],8,5
singular2,50,50,8,0.5338094641734424,115.03371070072116,113.63091844682882,114.49990123654771,1,1000,2500,0.0,0,0,[0],8,5
regular,50,50,8,1.085341130999969,154.5803940341997,154.9234197674719,153.49505290319973,1,1000,2500,0.0,0,0,[0],9,7
e-singular,50,50,8,0.668916134488241,140.69483037029335,141.3872205195031,140.02591423580512,1,1000,2500,0.0,0,0,[0],9,7
singular1,50,50,8,0.6636214824145035,142.89931460541592,136.67525193289012,142.23569312300143,1,1000,2500,0.0,0,0,[0],9,7
singular2,50,50,8,0.4910471698796785,117.34728296598153,115.58692994954289,116.85623579610186,1,1000,2500,0.0,0,0,[0],8,7
regular,50,50,8,0.953975693309468,156.36968666481994,156.879431270186,155.41571097151046,1,1000,2500,0.0,0,0,[0],9,9
e-singular,50,50,8,0.6983636269560801,143.66346451339857,143.3432320222172,142.96510088644249,1,1000,2500,0.0,0,0,[0],9,9
singular1,50,50,8,0.6449330280705616,145.81820086143568,138.6312634356042,145.17326783336512,1,1000,2500,0.0,0,0,[0],9,9
singular2,50,50,8,0.4797445910616405,119.76994901881908,117.54294145225697,119.29020442775743,1,1000,2500,0.0,0,0,[0],8,9
regular,250,250,8,1.627190544546321,755.8995248755889,758.0779644719343,754.2723343310425,1,1000,2500,0.0,0,0,[0],6,2
e-singular,250,250,8,1.1373570895490797,673.32881539808,677.1658877976514,672.191458308531,1,1000,2500,0.0,0,0,[0],9,2
singular1,250,250,8,0.6031572694358168,638.6687743212754,637.7200606776541,638.0656170518396,1,1000,2500,0.0,0,0,[0],8,2
singular2,250,250,8,0.6074580742616932,556.7490993933137,556.3243441602588,556.141641319052,1,1000,2500,0.0,0,0,[0],8,2
regular,250,250,8,1.7017093075593777,755.8051853506316,759.4583297013999,754.1034760430723,1,1000,2500,0.0,0,0,[0],10,3
e-singular,250,250,8,1.0069144706792088,673.97926081427,678.546253027117,672.9723463435907,1,1000,2500,0.0,0,0,[0],9,3
singular1,250,250,8,0.6124264071064112,641.4293715854998,639.1004259071196,640.8169451783933,1,1000,2500,0.0,0,0,[0],9,3
singular2,250,250,8,0.7183306387142989,559.4643634628401,557.7047093897243,558.7460328241258,1,1000,2500,0.0,0,0,[0],8,3
regular,250,250,8,1.5937209455229404,757.827844234386,762.219060160331,756.2341232888631,1,1000,2500,0.0,0,0,[0],10,5
e-singular,250,250,8,0.9771003994029439,677.7762792124788,681.3069834860481,676.7991788130759,1,1000,2500,0.0,0,0,[0],9,5
singular1,250,250,8,0.6113017101343594,646.8542173425038,641.8611563660507,646.2429156323694,1,1000,2500,0.0,0,0,[0],9,5
singular2,250,250,8,0.6347059034547753,563.0968846237142,560.4654398486554,562.4621787202594,1,1000,2500,0.0,0,0,[0],8,5
regular,250,250,8,1.519515691155424,760.1457072629569,764.9797906192621,758.6261915718014,1,1000,2500,0.0,0,0,[0],10,7
e-singular,250,250,8,0.8948223008994569,682.9048945385698,684.0677139449792,682.0100722376703,1,1000,2500,0.0,0,0,[0],9,7
singular1,250,250,8,0.5633080536422334,651.8264477863817,644.621886824982,651.2631397327394,1,1000,2500,0.0,0,0,[0],9,7
singular2,250,250,8,0.6495853286250847,567.6471167400331,563.2261703075866,566.997531411408,1,1000,2500,0.0,0,0,[0],9,7
regular,250,250,8,1.4964112222441674,763.047365014342,767.7405210781932,761.5509537920977,1,1000,2500,0.0,0,0,[0],10,9
e-singular,250,250,8,0.7920214707143319,686.0100974129717,686.8284444039103,685.2180759422574,1,1000,2500,0.0,0,0,[0],9,9
singular1,250,250,8,0.6199170977892099,658.0259010089842,647.3826172839131,657.405983911195,1,1000,2500,0.0,0,0,[0],9,9
singular2,250,250,8,0.5652979944186337,571.5532122793512,565.9869007665177,570.9879142849326,1,1000,2500,0.0,0,0,[0],9,9
regular,5000,5000,8,1.5188564038404782,14832.282526578012,14833.333382978182,14830.763670174172,1,1000,2500,0.0,0,0,[0],6,2
e-singular,5000,5000,8,1.3706415663083926,13436.713865271677,13442.381780933827,13435.343223705368,1,1000,2500,0.0,0,0,[0],6,2
singular1,5000,5000,8,0.6942583810755771,12868.623586967142,12869.420097357934,12867.929328586066,1,1000,2500,0.0,0,0,[0],10,2
singular2,5000,5000,8,0.5862691270052456,10991.945487585032,10993.399372345031,10991.359218458027,1,1000,2500,0.0,0,0,[0],9,2
regular,5000,5000,8,1.6169462073296261,14833.847042511024,14835.462681276036,14832.230096303694,1,1000,2500,0.0,0,0,[0],10,3
e-singular,5000,5000,8,1.5976519409254528,13439.492851299476,13444.511079231681,13437.89519935855,1,1000,2500,0.0,0,0,[0],9,3
singular1,5000,5000,8,0.8530658643907841,12871.606869261748,12871.549395655788,12870.753803397358,1,1000,2500,0.0,0,0,[0],10,3
singular2,5000,5000,8,0.6635613653145107,10994.822383189672,10995.528670642885,10994.158821824358,1,1000,2500,0.0,0,0,[0],10,3
regular,5000,5000,8,1.7809095068331742,14838.18970747932,14839.721277871744,14836.408797972486,1,1000,2500,0.0,0,0,[0],10,5
e-singular,5000,5000,8,1.6020367403768854,13442.225385876405,13448.769675827389,13440.623349136029,1,1000,2500,0.0,0,0,[0],10,5
singular1,5000,5000,8,0.8301104925415166,12874.88612516651,12875.807992251497,12874.056014673968,1,1000,2500,0.0,0,0,[0],10,5
singular2,5000,5000,8,0.7098435663735052,10999.343614230842,10999.787267238595,10998.633770664468,1,1000,2500,0.0,0,0,[0],9,5
regular,5000,5000,8,1.7607009691253785,14842.017563828946,14843.979874467452,14840.25686285982,1,1000,2500,0.0,0,0,[0],10,7
e-singular,5000,5000,8,1.5368872646648735,13444.201167961734,13453.028272423096,13442.664280697069,1,1000,2500,0.0,0,0,[0],10,7
singular1,5000,5000,8,0.8845681594506812,12881.704163726796,12880.066588847205,12880.819595567345,1,1000,2500,0.0,0,0,[0],10,7
singular2,5000,5000,8,0.709507070321317,11005.549518743166,11004.045863834303,11004.840011672844,1,1000,2500,0.0,0,0,[0],10,7
regular,5000,5000,8,1.8691767575729312,14846.767615663479,14848.23847106316,14844.898438905906,1,1000,2500,0.0,0,0,[0],10,9
e-singular,5000,5000,8,1.554239448308624,13447.960988385243,13457.286869018804,13446.406748936934,1,1000,2500,0.0,0,0,[0],10,9
singular1,5000,5000,8,0.8348287116305269,12887.115277128853,12884.325185442913,12886.280448417221,1,1000,2500,0.0,0,0,[0],10,9
singular2,5000,5000,8,0.7941071767744055,11012.271543160365,11008.30446043001,11011.47743598359,1,1000,2500,0.0,0,0,[0],10,9
regular,50,50,9,2.181185799064645,158.00671384325318,158.62277480151295,155.82552804418853,1,1000,2500,0.0,0,0,[0],5,2
e-singular,50,50,9,0.8702816500118464,136.31325568384224,138.30684663140514,135.4429740338304,1,1000,2500,0.0,0,0,[0],7,2
singular1,50,50,9,0.40341570240520064,124.91266147504886,123.22549089059284,124.50924577264367,1,1000,2500,0.0,0,0,[0],9,2
singular2,50,50,9,0.6445281325206073,115.1609420162658,114.56175366944211,114.5164138837452,1,1000,2500,0.0,0,0,[0],7,2
regular,50,50,9,1.8797489415672697,157.05683695461525,159.60078055287,155.17708801304798,1,1000,2500,0.0,0,0,[0],9,3
e-singular,50,50,9,0.8353242267393759,137.68564567996648,139.28485238276218,136.8503214532271,1,1000,2500,0.0,0,0,[0],8,3
singular1,50,50,9,0.44525724330990163,127.2638578521969,124.20349664194987,126.81860060888701,1,1000,2500,0.0,0,0,[0],9,3
singular2,50,50,9,0.6527961260209472,116.7130926093454,115.53975942079914,116.06029648332445,1,1000,2500,0.0,0,0,[0],8,3
regular,50,50,9,1.5264323930501678,157.48564143277204,161.55679205558405,155.95920903972188,1,1000,2500,0.0,0,0,[0],9,5
e-singular,50,50,9,0.7724951854099219,140.5979950413786,141.24086388547624,139.82549985596867,1,1000,2500,0.0,0,0,[0],9,5
singular1,50,50,9,0.46939949558753424,131.7933355971253,126.15950814466395,131.32393610153775,1,1000,2500,0.0,0,0,[0],9,5
singular2,50,50,9,0.5821421255517832,119.31458016290696,117.49577092351322,118.73243803735518,1,1000,2500,0.0,0,0,[0],8,5
regular,50,50,9,1.324194029348729,158.57703368206842,163.51280355829812,157.2528396527197,1,1000,2500,0.0,0,0,[0],9,7
e-singular,50,50,9,0.7017715908082175,143.2990382841254,143.19687538819034,142.59726669331718,1,1000,2500,0.0,0,0,[0],9,7
singular1,50,50,9,0.5139495031463277,136.20670473004762,128.11551964737802,135.69275522690128,1,1000,2500,0.0,0,0,[0],9,7
singular2,50,50,9,0.5498673816847531,121.84878080490178,119.4517824262273,121.29891342321703,1,1000,2500,0.0,0,0,[0],8,7
regular,50,50,9,1.257791900780458,159.86374486171104,165.4688150610122,158.60595296093058,1,1000,2500,0.0,0,0,[0],9,9
e-singular,50,50,9,0.694351911286557,145.74185018986248,145.1528868909044,145.04749827857592,1,1000,2500,0.0,0,0,[0],9,9
singular1,50,50,9,0.4973346596753956,139.56782258917252,130.07153115009208,139.07048792949712,1,1000,2500,0.0,0,0,[0],9,9
singular2,50,50,9,0.5989002272206173,124.77059383498427,121.40779392894137,124.17169360776366,1,1000,2500,0.0,0,0,[0],8,9
regular,250,250,9,1.4527838347319695,742.0942537368447,743.2827185492288,740.6414699021128,1,1000,2500,0.0,0,0,[0],5,2
e-singular,250,250,9,1.5599312928740494,686.7819204828761,685.977156150859,685.2219891900021,1,1000,2500,0.0,0,0,[0],8,2
singular1,250,250,9,0.5561037697143991,643.6220020423141,643.0390941189092,643.0658982725997,1,1000,2500,0.0,0,0,[0],10,2
singular2,250,250,9,0.4104886488921332,544.3301413564524,543.4693973749827,543.9196527075602,1,1000,2500,0.0,0,0,[0],8,2
regular,250,250,9,1.4840603016665384,743.9328393324231,744.6630837786944,742.4487790307566,1,1000,2500,0.0,0,0,[0],8,3
e-singular,250,250,9,1.3761005342705852,686.5744397166992,687.3575213803246,685.1983391824286,1,1000,2500,0.0,0,0,[0],8,3
singular1,250,250,9,0.6235908965035356,647.0591821840867,644.4194593483747,646.4355912875832,1,1000,2500,0.0,0,0,[0],9,3
singular2,250,250,9,0.48042173248960834,546.9507047863171,544.8497626044482,546.4702830538275,1,1000,2500,0.0,0,0,[0],8,3
regular,250,250,9,1.4449519556041068,747.1879430437425,747.4238142376255,745.7429910881384,1,1000,2500,0.0,0,0,[0],9,5
e-singular,250,250,9,1.2435700691802276,688.4881064175337,690.1182518392557,687.2445363483534,1,1000,2500,0.0,0,0,[0],9,5
singular1,250,250,9,0.6136077344801076,652.5421756636215,647.1801898073059,651.9285679291414,1,1000,2500,0.0,0,0,[0],9,5
singular2,250,250,9,0.45716284420324094,552.0983290826077,547.6104930633793,551.6411662384045,1,1000,2500,0.0,0,0,[0],8,5
regular,250,250,9,1.2865184073741769,749.8392491394286,750.1845446965566,748.5527307320544,1,1000,2500,0.0,0,0,[0],10,7
e-singular,250,250,9,1.1470682451356793,692.4210583159252,692.8789822981868,691.2739900707895,1,1000,2500,0.0,0,0,[0],9,7
singular1,250,250,9,0.6857751490956389,659.6888309442892,649.9409202662371,659.0030557951935,1,1000,2500,0.0,0,0,[0],9,7
singular2,250,250,9,0.4895292936260481,557.3208945518611,550.3712235223105,556.8313652582351,1,1000,2500,0.0,0,0,[0],9,7
regular,250,250,9,1.3556392562880852,753.4817406290858,752.9452751554877,752.1261013727977,1,1000,2500,0.0,0,0,[0],9,9
e-singular,250,250,9,1.0803394353372093,696.0711407585806,695.6397127571179,694.9908013232433,1,1000,2500,0.0,0,0,[0],9,9
singular1,250,250,9,0.6163065861909732,664.4377246435944,652.7016507251682,663.8214180574034,1,1000,2500,0.0,0,0,[0],10,9
singular2,250,250,9,0.46592211174988996,561.5623725247132,553.1319539812416,561.0964504129632,1,1000,2500,0.0,0,0,[0],8,9
regular,5000,5000,9,1.3313291874649813,14742.3041074481,14743.743866222756,14740.972778260635,1,1000,2500,0.0,0,0,[0],5,2
e-singular,5000,5000,9,1.369152750345827,13580.233481789002,13582.483188425587,13578.864329038657,1,1000,2500,0.0,0,0,[0],7,2
singular1,5000,5000,9,0.6522940043847952,12818.693249948523,12819.072900992584,12818.040955944138,1,1000,2500,0.0,0,0,[0],9,2
singular2,5000,5000,9,0.7165117266595951,11058.527482707184,11058.56458497697,11057.810970980525,1,1000,2500,0.0,0,0,[0],10,2
regular,5000,5000,9,1.537622739617819,14746.835657406453,14745.87316452061,14745.298034666836,1,1000,2500,0.0,0,0,[0],10,3
e-singular,5000,5000,9,1.6171198703577603,13583.36666651287,13584.612486723441,13581.749546642512,1,1000,2500,0.0,0,0,[0],9,3
singular1,5000,5000,9,0.7183533182555834,12821.412715538245,12821.202199290437,12820.694362219989,1,1000,2500,0.0,0,0,[0],10,3
singular2,5000,5000,9,0.7698882315062046,11060.489947566997,11060.693883274824,11059.720059335492,1,1000,2500,0.0,0,0,[0],9,3
regular,5000,5000,9,1.6119022670634833,14751.480687251502,14750.131761116318,14749.86878498444,1,1000,2500,0.0,0,0,[0],10,5
e-singular,5000,5000,9,1.650190486270138,13586.846837042744,13588.871083319149,13585.196646556473,1,1000,2500,0.0,0,0,[0],10,5
singular1,5000,5000,9,0.8097806161619606,12827.626138708774,12825.460795886147,12826.816358092612,1,1000,2500,0.0,0,0,[0],10,5
singular2,5000,5000,9,0.8345554956435017,11065.201147140264,11064.952479870533,11064.36659164462,1,1000,2500,0.0,0,0,[0],10,5
regular,5000,5000,9,1.598369331763614,14756.523097908224,14754.390357712025,14754.924728576461,1,1000,2500,0.0,0,0,[0],10,7
e-singular,5000,5000,9,1.5365714150254652,13588.849412845651,13593.129679914857,13587.312841430627,1,1000,2500,0.0,0,0,[0],10,7
singular1,5000,5000,9,0.8289602343271973,12833.143001661278,12829.719392481855,12832.314041426951,1,1000,2500,0.0,0,0,[0],10,7
singular2,5000,5000,9,0.8723713168401018,11071.1794550112,11069.211076466241,11070.30708369436,1,1000,2500,0.0,0,0,[0],10,7
regular,5000,5000,9,1.6407959305794588,14761.68456738078,14758.648954307733,14760.0437714502,1,1000,2500,0.0,0,0,[0],10,9
e-singular,5000,5000,9,1.5806350312252346,13592.386025085812,13597.388276510565,13590.805390054587,1,1000,2500,0.0,0,0,[0],10,9
singular1,5000,5000,9,0.8727650644546667,12840.964211549037,12833.977989077563,12840.091446484583,1,1000,2500,0.0,0,0,[0],10,9
singular2,5000,5000,9,0.878897863652796,11076.08942889276,11073.469673061949,11075.210531029106,1,1000,2500,0.0,0,0,[0],10,9
regular,50,50,10,1.3077218965190236,148.3791933349972,149.5793205345517,147.0714714384782,1,1000,2500,0.0,0,0,[0],5,2
e-singular,50,50,10,1.2500067261832375,141.91165557200262,144.56372532688505,140.66164884581937,1,1000,2500,0.0,0,0,[0],8,2
singular1,50,50,10,0.6423689467264581,134.20187936478231,132.5455578211344,133.55951041805585,1,1000,2500,0.0,0,0,[0],8,2
singular2,50,50,10,0.4707045253752424,109.01575612848443,108.30915829142337,108.54505160310919,1,1000,2500,0.0,0,0,[0],7,2
regular,50,50,10,1.2921261518018246,149.57375186292055,150.55732628590874,148.28162571111872,1,1000,2500,0.0,0,0,[0],8,3
e-singular,50,50,10,1.0141729225772953,142.40892284511133,145.5417310782421,141.39474992253403,1,1000,2500,0.0,0,0,[0],8,3
singular1,50,50,10,0.6725159907173669,135.57738046329473,133.52356357249144,134.90486447257737,1,1000,2500,0.0,0,0,[0],8,3
singular2,50,50,10,0.4955826389028401,110.8583933651181,109.2871640427804,110.36281072621526,1,1000,2500,0.0,0,0,[0],8,3
regular,50,50,10,1.1305586848186644,151.53384128125938,152.5133377886228,150.40328259644073,1,1000,2500,0.0,0,0,[0],9,5
e-singular,50,50,10,0.7944813101050037,144.888414984354,147.49774258095616,144.093933674249,1,1000,2500,0.0,0,0,[0],8,5
singular1,50,50,10,0.6520281794655406,139.9652977073712,135.4795750752055,139.31326952790567,1,1000,2500,0.0,0,0,[0],8,5
singular2,50,50,10,0.45405255773071745,113.68900429816806,111.24317554549448,113.23495174043734,1,1000,2500,0.0,0,0,[0],8,5
regular,50,50,10,1.058280223030061,153.27431356551148,154.46934929133687,152.2160333424814,1,1000,2500,0.0,0,0,[0],9,7
e-singular,50,50,10,0.8017788967247648,147.4987666325966,149.45375408367022,146.69698773587186,1,1000,2500,0.0,0,0,[0],8,7
singular1,50,50,10,0.6240105613009975,143.10098899661494,137.43558657791957,142.47697843531395,1,1000,2500,0.0,0,0,[0],9,7
singular2,50,50,10,0.4747182495184834,117.03838743628188,113.19918704820856,116.56366918676339,1,1000,2500,0.0,0,0,[0],8,7
regular,50,50,10,0.9556154422618143,154.74682224518526,156.42536079405096,153.79120680292345,1,1000,2500,0.0,0,0,[0],9,9
e-singular,50,50,10,0.7159227529551598,149.58769553535151,151.4097655863843,148.87177278239636,1,1000,2500,0.0,0,0,[0],9,9
singular1,50,50,10,0.6235286792789446,146.14916053553887,139.39159808063366,145.52563185625993,1,1000,2500,0.0,0,0,[0],9,9
singular2,50,50,10,0.4406152794069659,119.7008201154111,115.15519855092263,119.26020483600414,1,1000,2500,0.0,0,0,[0],8,9
regular,250,250,10,1.6036437873657876,751.8639691477539,756.9280352029544,750.2603253603882,1,1000,2500,0.0,0,0,[0],5,2
