rlct,hypers,mean_divergences,total_divergences,max_divergences,divergences_per_chain,chain_tree_depth,dsid,regime,k,n,trial,chains,draws,tune,name,duration
1.576326621440597,c=1,0.0,0,0,[0],8,regular,50,3,50,2,1,2000,4000,toru,22.22605054099949
1.7700652136768116,"c=1,d=1",0.0,0,0,"[0, 0]",8,e-singular,50,3,50,2,1,2000,4000,watanabe,35.484044030000405
1.508527146745707,c=1,0.0,0,0,[0],8,e-singular,50,3,50,2,1,2000,4000,toru,22.50957701400057
2.378098592124536,"c=1,d=1",0.0,0,0,"[0, 0]",9,singular1,50,3,50,2,1,2000,4000,watanabe,37.2332451530001
1.6787123925629417,c=1,0.0,0,0,[0],9,singular1,50,3,50,2,1,2000,4000,toru,22.31679134299975
2.012554635682086,"c=1,d=1",0.0,0,0,"[0, 0]",8,singular2,50,3,50,2,1,2000,4000,watanabe,34.7444382220001
1.330089017316545,c=1,0.0,0,0,[0],8,singular2,50,3,50,2,1,2000,4000,toru,21.617530352999893
2.227512052835248,"c=1,d=1",0.0,0,0,"[0, 0]",9,regular,50,5,50,2,1,2000,4000,watanabe,44.14461101300003
1.875261558280056,c=1,0.0,0,0,[0],9,regular,50,5,50,2,1,2000,4000,toru,32.67550018200018
2.8739290319223234,"c=1,d=1",0.0,0,0,"[0, 0]",9,e-singular,50,5,50,2,1,2000,4000,watanabe,40.35344814700056
2.279963366927816,c=1,0.0,0,0,[0],8,e-singular,50,5,50,2,1,2000,4000,toru,26.315181515000404
4.850982581531443,"c=1,d=1",0.0,0,0,"[0, 0]",9,singular1,50,5,50,2,1,2000,4000,watanabe,44.30576610699973
2.815017279895441,c=1,0.0,0,0,[0],9,singular1,50,5,50,2,1,2000,4000,toru,31.531407321000188
3.688853157638758,"c=1,d=1",0.0,0,0,"[0, 0]",8,singular2,50,5,50,2,1,2000,4000,watanabe,41.40892328800055
2.0048671753294034,c=1,0.0,0,0,[0],8,singular2,50,5,50,2,1,2000,4000,toru,25.13274484499925
1.6185779990767415,"c=1,d=1",0.0,0,0,"[0, 0]",5,regular,250,2,250,2,1,2000,4000,watanabe,29.50949783499982
