dsid,n,p0,p1,w0,fisher_mat
regular,50,0.13840440455568948,0.3291055478392714,0.8039047128904653,"[ 8.41767728e+00 -8.98936863e-03 -1.42593100e-01 -8.98936863e-03
  1.37514875e-02 -4.00573010e-04 -1.42593100e-01 -4.00573010e-04
  4.81044350e-02]"
regular,50,0.3528796304989572,0.14609083956852936,0.18042158022009516,"[ 1.10931475e-02 -3.01755750e-03 -8.84410433e-04 -3.01755750e-03
  6.81001577e+00  1.73135024e-01 -8.84410433e-04  1.73135024e-01
  5.48537633e-02]"
regular,50,0.35679599295571957,0.1617786729649425,0.28008449217557035,"[ 3.79051314e-02 -8.44652455e-03  1.31213880e-03 -8.44652455e-03
  2.88301327e+00 -1.77603025e-02  1.31213880e-03 -1.77603025e-02
  4.01528161e-02]"
regular,50,0.33078477629838515,0.1478026511379286,0.2000050487444023,"[ 1.33097624e-02 -8.49343197e-03 -1.43325029e-03 -8.49343197e-03
  5.72322751e+00 -6.85635578e-02 -1.43325029e-03 -6.85635578e-02
  5.65652586e-02]"
regular,50,0.3544553664591849,0.15019896215200973,0.3055034580661037,"[ 5.64873789e-02 -3.73960785e-03  6.51557139e-04 -3.73960785e-03
  3.46105331e+00  3.63185164e-02  6.51557139e-04  3.63185164e-02
  4.24742863e-02]"
regular,50,0.1408818461619802,0.35375638336243587,0.7617462637616421,"[ 6.50826795e+00 -2.90858685e-03 -2.02487364e-01 -2.90858685e-03
  1.73565018e-02 -9.66119980e-04 -2.02487364e-01 -9.66119980e-04
  4.40419731e-02]"
regular,50,0.15354942000731708,0.36892789455001657,0.8354033286383283,"[ 6.67090826e+00 -2.00555802e-03 -2.06008277e-02 -2.00555802e-03
  5.58458219e-03 -4.35472556e-04 -2.06008277e-02 -4.35472556e-04
  4.50871625e-02]"
regular,50,0.3557974214893026,0.14280936004746309,0.2619425688691554,"[ 3.65313573e-02 -2.41755242e-03  4.00531473e-03 -2.41755242e-03
  4.90205470e+00  1.39623082e-01  4.00531473e-03  1.39623082e-01
  4.77808024e-02]"
regular,50,0.3843151280158312,0.14735180267935033,0.1521256391446326,"[ 4.49473288e-03 -4.08056680e-04  2.21790078e-04 -4.08056680e-04
  9.08111232e+00  1.89220828e-01  2.21790078e-04  1.89220828e-01
  4.96986650e-02]"
regular,50,0.36759488002669016,0.17063128661532506,0.17550813724482062,"[ 7.87191023e-03 -6.74721454e-03 -3.08510773e-04 -6.74721454e-03
  4.32916087e+00  4.95308931e-02 -3.08510773e-04  4.95308931e-02
  4.48250132e-02]"
regular,50,0.3455675328491533,0.15208298872420947,0.2765957948622065,"[ 3.49791817e-02 -7.99747255e-03  4.14411374e-04 -7.99747255e-03
  4.19687259e+00  7.59181406e-02  4.14411374e-04  7.59181406e-02
  4.28563477e-02]"
regular,50,0.15507210821936082,0.35455356882957945,0.7326674287549938,"[ 4.17540559e+00 -5.18027166e-03 -6.67717341e-02 -5.18027166e-03
  3.57730545e-02  1.17817248e-03 -6.67717341e-02  1.17817248e-03
  4.51135561e-02]"
regular,50,0.14836455318819036,0.3373117556825371,0.756358145534401,"[ 5.04764304e+00 -1.22774066e-02  3.96581974e-02 -1.22774066e-02
  2.70959491e-02  1.40213104e-03  3.96581974e-02  1.40213104e-03
  3.65503339e-02]"
regular,50,0.3270131164031373,0.14977475533590087,0.18971764612144645,"[ 9.54031156e-03 -1.92477193e-02 -1.69356778e-04 -1.92477193e-02
  5.21174199e+00  9.52983609e-02 -1.69356778e-04  9.52983609e-02
  5.19878063e-02]"
regular,50,0.1435880632678856,0.34266481899781315,0.8201099038368004,"[ 6.82474825e+00 -6.68868847e-03  4.40279731e-02 -6.68868847e-03
  8.74089455e-03 -1.77308860e-04  4.40279731e-02 -1.77308860e-04
  3.80667465e-02]"
regular,50,0.36409850806837063,0.14246852521279524,0.2640954713485072,"[ 2.74871948e-02 -1.43561805e-03  7.33782747e-04 -1.43561805e-03
  5.17430404e+00  2.38831764e-02  7.33782747e-04  2.38831764e-02
  3.91007918e-02]"
regular,50,0.35524188781460736,0.1574525625089607,0.17264550267447853,"[ 8.70139628e-03 -6.07671463e-03  1.66644270e-03 -6.07671463e-03
  6.83552193e+00  1.02996136e-01  1.66644270e-03  1.02996136e-01
  4.63886205e-02]"
regular,50,0.1550860192082905,0.33575159448634595,0.7602532705799285,"[ 4.90966551e+00 -2.35041581e-02 -1.51355885e-01 -2.35041581e-02
  2.56493252e-02 -7.67892614e-04 -1.51355885e-01 -7.67892614e-04
  3.74656772e-02]"
